experiment_name,config,total_parameters,trainable_parameters,total_parameters_M,trainable_parameters_M,thop_flops,thop_flops_G,thop_params,ptflops_flops,ptflops_flops_G,ptflops_params,batch_1_time_ms,batch_1_fps,batch_1_latency_ms,batch_8_time_ms,batch_8_fps,batch_8_latency_ms,batch_16_time_ms,batch_16_fps,batch_16_latency_ms,model_size_mb,accuracy,mean_average_precision,num_samples,num_classes_evaluated,best_val_accuracy,final_train_loss,final_val_loss
grounding_dino_to_vit_base_oxford_pets_20250609_032317,"{'dataset_name': 'Oxford Pets', 'num_classes': 37, 'student_type': 'vit', 'student_model': 'vit_base_patch16_224', 'num_epochs': 20, 'learning_rate': 0.0001, 'batch_size': 16, 'temperature': 3.5, 'alpha': 0.8, 'beta': 0.2, 'gamma': 1.0}",89769509,89769509,89.769509,89.769509,16862890752.0,16.862890752,85675045.0,12020652085,12.020652085,89769509,117.07550525665283,8.541496342960901,117.07550525665283,776.4065361022949,10.303880284369432,97.05081701278687,1525.0842213630676,10.491223878573575,95.31776383519173,342.4457130432129,77.70509675660944,87.0267677239672,3669,37,77.70509675660944,0.2992730043504549,2.0816358539073363
